1,510,0.7
2,509,0.7
3,508,0.7
4,507,0.7
5,506,0.7
6,505,0.7
7,504,0.7
8,503,0.7
9,502,0.7
10,501,0.7
11,127,0.8
12,126,0.8
13,125,1
14,124,1
15,123,1
16,122,1
17,121,1
18,120,1
19,119,1
20,118,1
21,117,1
22,116,1
23,115,1
24,114,0.8
25,113,0.8
26,112,0.8
27,111,0.7
28,110,0.7
29,109,0.7
30,108,0.7
31,107,0.7
32,106,0.7
33,105,0.7
34,104,0.7
35,103,0.7
36,102,0.7
37,101,0.7
38,829,0.8
39,828,0.8
40,827,1
41,826,1
42,825,1
43,824,1
44,823,1
45,822,1
46,821,1
47,820,1
48,819,1
49,818,1
50,817,1
51,816,1
52,815,1
53,814,1
54,813,1
55,812,1
56,811,1
57,810,0.8
58,809,0.8
59,808,0.8
60,807,0.7
61,806,0.7
62,805,0.7
63,804,0.7
64,803,0.7
65,802,0.7
66,801,0.7
67,401,0.8
68,402,0.8
69,403,0.8
70,404,0.8
71,405,0.8
72,406,1
73,407,1
74,408,1
75,409,1
76,410,1
77,411,1
78,412,1
79,413,1
80,414,1
81,415,1
82,416,1
83,417,1
84,418,1
85,419,1
86,420,1
87,421,1
88,422,1
89,423,0.8
90,424,0.8
91,425,0.7
92,426,0.7
93,301,0.7
94,302,0.7
95,303,0.7
96,304,0.7
97,305,0.7
98,306,0.7
99,307,0.7
100,308,0.7
101,309,0.7
102,310,0.7
103,311,0.7
104,312,0.7
105,313,0.8
106,314,0.8
107,315,0.8
108,316,0.8
109,317,0.8
110,318,0.8
111,319,0.8
112,320,0.8
113,321,1
114,322,1
115,323,1
116,324,0.8
117,325,0.8
118,326,0.8
119,327,0.8
120,328,0.8
121,201,0.7
122,202,0.7
123,203,0.7
124,204,0.7
125,205,0.7
126,206,0.7
127,207,0.7
128,208,0.7
129,209,0.7
130,210,0.7
131,211,0.7
132,212,0.8
133,213,0.8
134,214,0.8
135,215,1
136,216,1
137,217,1
138,218,1
139,219,1
140,220,1
141,221,1
142,222,1
143,223,1
144,224,1
145,225,1
146,226,1
147,227,1
148,228,0.8
149,229,0.8
150,627,0.7
151,626,0.7
152,625,0.7
153,624,0.7
154,623,0.7
155,622,0.7
156,621,0.7
157,620,0.8
158,619,0.8
159,618,0.8
160,617,0.8
161,616,0.7
162,615,0.7
163,614,0.7
164,613,0.7
165,612,0.7
166,611,0.7
167,610,0.7
168,609,0.7
169,608,0.7
170,607,0.7
171,606,0.7
172,605,0.7
173,604,0.7
174,603,0.7
175,602,0.7
176,601,0.7
177,732,0.8
178,731,1
179,730,1
180,729,1
181,728,1
182,727,1
183,726,1
184,725,1
185,724,1
186,723,1
187,722,1
188,721,1
189,720,1
190,719,1
191,718,1
192,717,1
193,716,0.8
194,715,0.8
195,714,0.8
196,713,0.8
197,712,0.7
198,711,0.7
199,710,0.7
200,709,0.7
201,708,0.7
202,707,0.7
203,706,0.7
204,705,0.7
205,704,0.7
206,703,0.7
207,702,0.7
208,701,0.7
209,901,0.7
210,902,0.7
211,903,0.7
212,904,0.8
213,905,1
214,906,1
215,907,1
216,908,1
217,909,1
218,910,1
219,911,1
220,912,1
221,913,1
222,914,1
223,915,1
224,916,1
225,917,1
226,918,1
227,919,1
228,920,0.8
229,921,0.8
230,922,0.8
231,923,0.8
232,924,0.7
233,925,0.7
234,1001,0.7
235,1002,0.7
236,1003,0.7
237,1004,0.7
238,1005,0.7
239,1006,0.7
240,1007,0.7
241,1008,0.8
242,1009,0.8
243,1010,0.8
244,1011,0.8
245,1012,1
246,1013,1
247,1014,1
248,1015,1
249,1016,1
250,1017,1
251,1018,1
252,1019,1
253,1020,1
254,1021,1
255,1022,1
256,1023,1
257,1024,1
258,1025,1
259,1026,0.8
260,1027,0.8
261,1028,0.8
262,1029,0.8
263,1030,0.7
264,1101,0.7
265,1102,0.7
266,1103,0.7
267,1104,0.7
268,1105,0.7
269,1106,0.8
270,1107,0.8
271,1108,0.8
272,1109,0.8
273,1110,0.8
274,1111,1
275,1112,1
276,1113,1
277,1114,1
278,1115,1
279,1116,1
280,1117,1
281,1118,1
282,1119,1
283,1120,1
284,1121,1
285,1122,1
286,1123,1
287,1124,1
288,1125,1
289,1126,1
290,1127,1
291,1128,0.8
292,1129,0.8
293,1130,0.8
294,1131,0.8
295,1132,0.8
296,1133,0.7
297,1134,0.7
298,1201,0.7
299,1202,0.7
300,1203,0.7
301,1204,0.7
302,1205,0.7
303,1206,0.7
304,1207,0.7
305,1208,0.7
306,1209,0.7
307,1210,0.7
308,1211,0.7
309,1212,0.7
310,1213,0.7
311,1214,0.7
312,1215,0.7
313,1301,0.7
314,1302,0.7
315,1303,0.7
316,1304,0.7
317,1305,0.7
318,1306,0.7
319,1307,0.7
320,1308,0.7
321,1309,0.7
322,1401,0.7
323,1402,0.7
324,1403,0.7
325,1404,0.7
326,1405,0.7
327,1406,0.7
328,1407,0.7
329,1408,0.7
330,1409,0.7
331,1410,0.7
332,1411,0.7
333,1412,0.7
